Date_Key,Scenario_ID,GL_Account_ID,CF_Category,Amount_EUR
20210731,BUD,CF007,Operating,6332.42
20210731,BUD,CF008,Operating,-15325.14
20210731,BUD,CF009,Operating,0
20210731,BUD,CF010,Investing,-1654464.84
20210731,BUD,CF011,Investing,0
20210731,BUD,CF012,Investing,13650.75
20210731,BUD,CF013,Investing,0
20210731,BUD,CF014,Financing,0
20210731,BUD,CF015,Financing,0
20210731,BUD,CF016,Financing,0.0
20210731,BUD,CF017,Financing,0
20210731,BUD,CF018,Financing,0
20210831,ACT,CF001,Operating,3182453.14
20210831,ACT,CF002,Operating,2050172.66
20210831,ACT,CF003,Operating,173577.13
20210831,ACT,CF004,Operating,2218319.23
20210831,ACT,CF005,Operating,2292001.16
20210831,ACT,CF006,Operating,-1307299.48
20210831,ACT,CF007,Operating,9591.98
20210831,ACT,CF008,Operating,-34428.02
20210831,ACT,CF009,Operating,84275.37
20210831,ACT,CF010,Investing,-1678887.22
20210831,ACT,CF011,Investing,0
20210831,ACT,CF012,Investing,31037.51
20210831,ACT,CF013,Investing,-725608.74
20210831,ACT,CF014,Financing,0
20210831,ACT,CF015,Financing,0
20210831,ACT,CF016,Financing,0
20210831,ACT,CF017,Financing,0
20210831,ACT,CF018,Financing,-175243.62
20210831,BUD,CF001,Operating,3335594.25
20210831,BUD,CF002,Operating,2038386.85
20210831,BUD,CF003,Operating,175366.79
20210831,BUD,CF004,Operating,1552823.46
20210831,BUD,CF005,Operating,1604400.81
20210831,BUD,CF006,Operating,-915109.64
20210831,BUD,CF007,Operating,4795.99
20210831,BUD,CF008,Operating,-17214.01
20210831,BUD,CF009,Operating,0
20210831,BUD,CF010,Investing,-1594942.86
20210831,BUD,CF011,Investing,0
20210831,BUD,CF012,Investing,15518.76
20210831,BUD,CF013,Investing,0
20210831,BUD,CF014,Financing,0
20210831,BUD,CF015,Financing,0
20210831,BUD,CF016,Financing,0.0
20210831,BUD,CF017,Financing,0
20210831,BUD,CF018,Financing,0
20210930,ACT,CF001,Operating,4589978.15
20210930,ACT,CF002,Operating,2066425.66
20210930,ACT,CF003,Operating,222492.59
20210930,ACT,CF004,Operating,-16196261.76
20210930,ACT,CF005,Operating,-13567130.43
20210930,ACT,CF006,Operating,8125359.79
20210930,ACT,CF007,Operating,-143694.98
20210930,ACT,CF008,Operating,252619.1
20210930,ACT,CF009,Operating,96519.61
20210930,ACT,CF010,Investing,-2075849.13
20210930,ACT,CF011,Investing,0
20210930,ACT,CF012,Investing,32180.57
20210930,ACT,CF013,Investing,-467681.59
20210930,ACT,CF014,Financing,0
20210930,ACT,CF015,Financing,-4000000.0
20210930,ACT,CF016,Financing,-4819477.05
20210930,ACT,CF017,Financing,0
20210930,ACT,CF018,Financing,-123053.78
20210930,BUD,CF001,Operating,4717271.99
20210930,BUD,CF002,Operating,2082870.66
20210930,BUD,CF003,Operating,224183.09
20210930,BUD,CF004,Operating,-11337383.23
20210930,BUD,CF005,Operating,-9496991.3
20210930,BUD,CF006,Operating,5687751.85
20210930,BUD,CF007,Operating,-71847.49
20210930,BUD,CF008,Operating,126309.55
20210930,BUD,CF009,Operating,0
20210930,BUD,CF010,Investing,-1972056.67
20210930,BUD,CF011,Investing,0
20210930,BUD,CF012,Investing,16090.28
20210930,BUD,CF013,Investing,0
20210930,BUD,CF014,Financing,0
20210930,BUD,CF015,Financing,-4000000.0
20210930,BUD,CF016,Financing,-4578503.2
20210930,BUD,CF017,Financing,0
20210930,BUD,CF018,Financing,0
20211031,ACT,CF001,Operating,4590798.23
20211031,ACT,CF002,Operating,2040355.24
20211031,ACT,CF003,Operating,227748.68
20211031,ACT,CF004,Operating,-286240.44
20211031,ACT,CF005,Operating,92536.93
20211031,ACT,CF006,Operating,1137094.58
20211031,ACT,CF007,Operating,149.35
20211031,ACT,CF008,Operating,39086.01
20211031,ACT,CF009,Operating,78303.22
20211031,ACT,CF010,Investing,-2275179.5
20211031,ACT,CF011,Investing,0
20211031,ACT,CF012,Investing,32184.3
20211031,ACT,CF013,Investing,-522658.0
20211031,ACT,CF014,Financing,0
20211031,ACT,CF015,Financing,0
20211031,ACT,CF016,Financing,0
20211031,ACT,CF017,Financing,0
20211031,ACT,CF018,Financing,-245418.05
20211031,BUD,CF001,Operating,4742569.38
20211031,BUD,CF002,Operating,2046129.96
20211031,BUD,CF003,Operating,224821.85
20211031,BUD,CF004,Operating,-200368.31
20211031,BUD,CF005,Operating,64775.85
20211031,BUD,CF006,Operating,795966.21
20211031,BUD,CF007,Operating,74.68
20211031,BUD,CF008,Operating,19543.0
20211031,BUD,CF009,Operating,0
20211031,BUD,CF010,Investing,-2161420.53
20211031,BUD,CF011,Investing,0
20211031,BUD,CF012,Investing,16092.15
20211031,BUD,CF013,Investing,0
20211031,BUD,CF014,Financing,0
20211031,BUD,CF015,Financing,0
20211031,BUD,CF016,Financing,0.0
20211031,BUD,CF017,Financing,0
20211031,BUD,CF018,Financing,0
20211130,ACT,CF001,Operating,4987270.18
20211130,ACT,CF002,Operating,2072545.08
20211130,ACT,CF003,Operating,237983.3
20211130,ACT,CF004,Operating,-2463085.58
20211130,ACT,CF005,Operating,-2421252.91
20211130,ACT,CF006,Operating,861261.44
20211130,ACT,CF007,Operating,-52549.84
20211130,ACT,CF008,Operating,53450.51
20211130,ACT,CF009,Operating,88438.04
20211130,ACT,CF010,Investing,-2256003.54
20211130,ACT,CF011,Investing,0
20211130,ACT,CF012,Investing,30849.35
20211130,ACT,CF013,Investing,-425151.6
20211130,ACT,CF014,Financing,0
20211130,ACT,CF015,Financing,0
20211130,ACT,CF016,Financing,0
20211130,ACT,CF017,Financing,0
20211130,ACT,CF018,Financing,-242279.77
20211130,BUD,CF001,Operating,5044573.38
20211130,BUD,CF002,Operating,2078992.38
20211130,BUD,CF003,Operating,233632.31
20211130,BUD,CF004,Operating,-1724159.9
20211130,BUD,CF005,Operating,-1694877.04
20211130,BUD,CF006,Operating,602883.01
20211130,BUD,CF007,Operating,-26274.92
20211130,BUD,CF008,Operating,26725.25
20211130,BUD,CF009,Operating,0
20211130,BUD,CF010,Investing,-2143203.36
20211130,BUD,CF011,Investing,0
20211130,BUD,CF012,Investing,15424.67
20211130,BUD,CF013,Investing,0
20211130,BUD,CF014,Financing,0
20211130,BUD,CF015,Financing,0
20211130,BUD,CF016,Financing,0.0
20211130,BUD,CF017,Financing,0
20211130,BUD,CF018,Financing,0
20211231,ACT,CF001,Operating,5694215.19
20211231,ACT,CF002,Operating,2070912.72
20211231,ACT,CF003,Operating,256079.8
20211231,ACT,CF004,Operating,-5472131.79
20211231,ACT,CF005,Operating,-4338705.96
20211231,ACT,CF006,Operating,3583518.01
20211231,ACT,CF007,Operating,-28679.37
20211231,ACT,CF008,Operating,66472.23
20211231,ACT,CF009,Operating,94593.41
20211231,ACT,CF010,Investing,-2420586.5
20211231,ACT,CF011,Investing,0
20211231,ACT,CF012,Investing,29096.04
20211231,ACT,CF013,Investing,-624649.98
20211231,ACT,CF014,Financing,0
20211231,ACT,CF015,Financing,-4000000.0
20211231,ACT,CF016,Financing,-5978925.95
20211231,ACT,CF017,Financing,0
20211231,ACT,CF018,Financing,-116688.24
20211231,BUD,CF001,Operating,5672474.58
20211231,BUD,CF002,Operating,2083470.93
20211231,BUD,CF003,Operating,261070.45
20211231,BUD,CF004,Operating,-3830492.26
20211231,BUD,CF005,Operating,-3037094.17
20211231,BUD,CF006,Operating,2508462.61
20211231,BUD,CF007,Operating,-14339.69
20211231,BUD,CF008,Operating,33236.12
20211231,BUD,CF009,Operating,0
20211231,BUD,CF010,Investing,-2299557.17
20211231,BUD,CF011,Investing,0
20211231,BUD,CF012,Investing,14548.02
20211231,BUD,CF013,Investing,0
20211231,BUD,CF014,Financing,0
20211231,BUD,CF015,Financing,-4000000.0
20211231,BUD,CF016,Financing,-5679979.66
20211231,BUD,CF017,Financing,0
20211231,BUD,CF018,Financing,0
20220131,ACT,CF001,Operating,3669289.15
20220131,ACT,CF002,Operating,2158935.49
20220131,ACT,CF003,Operating,192720.38
20220131,ACT,CF004,Operating,18850910.75
20220131,ACT,CF005,Operating,14495990.86
20220131,ACT,CF006,Operating,-10367623.81
20220131,ACT,CF007,Operating,170297.75
20220131,ACT,CF008,Operating,-301928.36
20220131,ACT,CF009,Operating,67111.65
20220131,ACT,CF010,Investing,-1933941.65
20220131,ACT,CF011,Investing,0
20220131,ACT,CF012,Investing,27502.05
20220131,ACT,CF013,Investing,-366930.95
20220131,ACT,CF014,Financing,0
20220131,ACT,CF015,Financing,0
20220131,ACT,CF016,Financing,0
20220131,ACT,CF017,Financing,0
20220131,ACT,CF018,Financing,-103148.09
20220131,BUD,CF001,Operating,3768452.62
20220131,BUD,CF002,Operating,2150250.8
20220131,BUD,CF003,Operating,192591.86
20220131,BUD,CF004,Operating,13195637.53
20220131,BUD,CF005,Operating,10147193.6
20220131,BUD,CF006,Operating,-7257336.67
20220131,BUD,CF007,Operating,85148.87
20220131,BUD,CF008,Operating,-150964.18
20220131,BUD,CF009,Operating,0
20220131,BUD,CF010,Investing,-1837244.56
20220131,BUD,CF011,Investing,0
20220131,BUD,CF012,Investing,13751.02
20220131,BUD,CF013,Investing,0
20220131,BUD,CF014,Financing,0
20220131,BUD,CF015,Financing,0
20220131,BUD,CF016,Financing,0.0
20220131,BUD,CF017,Financing,0
20220131,BUD,CF018,Financing,0
20220228,ACT,CF001,Operating,285182.79
20220228,ACT,CF002,Operating,2142184.37
20220228,ACT,CF003,Operating,208233.57
20220228,ACT,CF004,Operating,-19791099.07
20220228,ACT,CF005,Operating,-24008612.15
20220228,ACT,CF006,Operating,8739774.44
20220228,ACT,CF007,Operating,-34337.51
20220228,ACT,CF008,Operating,81800.16
20220228,ACT,CF009,Operating,81972.89
20220228,ACT,CF010,Investing,-1955645.75
20220228,ACT,CF011,Investing,0
20220228,ACT,CF012,Investing,31683.15
20220228,ACT,CF013,Investing,-263734.33
20220228,ACT,CF014,Financing,0
20220228,ACT,CF015,Financing,0
20220228,ACT,CF016,Financing,0
20220228,ACT,CF017,Financing,0
20220228,ACT,CF018,Financing,-164470.38
20220228,BUD,CF001,Operating,291368.47
20220228,BUD,CF002,Operating,2142261.52
20220228,BUD,CF003,Operating,205433.39
20220228,BUD,CF004,Operating,-13853769.35
20220228,BUD,CF005,Operating,-16806028.51
20220228,BUD,CF006,Operating,6117842.11
20220228,BUD,CF007,Operating,-17168.75
20220228,BUD,CF008,Operating,40900.08
20220228,BUD,CF009,Operating,0
20220228,BUD,CF010,Investing,-1857863.46
20220228,BUD,CF011,Investing,0
20220228,BUD,CF012,Investing,15841.58
20220228,BUD,CF013,Investing,0
20220228,BUD,CF014,Financing,0
20220228,BUD,CF015,Financing,0
20220228,BUD,CF016,Financing,0.0
20220228,BUD,CF017,Financing,0
20220228,BUD,CF018,Financing,0
20220331,ACT,CF001,Operating,373095.28
20220331,ACT,CF002,Operating,2178026.67
20220331,ACT,CF003,Operating,230700.13
20220331,ACT,CF004,Operating,-6833703.28
20220331,ACT,CF005,Operating,-8645882.01
20220331,ACT,CF006,Operating,4991720.0
20220331,ACT,CF007,Operating,-76099.31
20220331,ACT,CF008,Operating,118610.22
20220331,ACT,CF009,Operating,115987.94
20220331,ACT,CF010,Investing,-2213962.31
20220331,ACT,CF011,Investing,0
20220331,ACT,CF012,Investing,29195.08
20220331,ACT,CF013,Investing,-575205.8
20220331,ACT,CF014,Financing,0
20220331,ACT,CF015,Financing,-4000000.0
20220331,ACT,CF016,Financing,-391750.04
20220331,ACT,CF017,Financing,0
20220331,ACT,CF018,Financing,-178540.67
20220331,BUD,CF001,Operating,388109.97
20220331,BUD,CF002,Operating,2171045.77
20220331,BUD,CF003,Operating,230791.82
20220331,BUD,CF004,Operating,-4783592.3
20220331,BUD,CF005,Operating,-6052117.41
20220331,BUD,CF006,Operating,3494204.0
20220331,BUD,CF007,Operating,-38049.66
20220331,BUD,CF008,Operating,59305.11
20220331,BUD,CF009,Operating,0
20220331,BUD,CF010,Investing,-2103264.19
20220331,BUD,CF011,Investing,0
20220331,BUD,CF012,Investing,14597.54
20220331,BUD,CF013,Investing,0
20220331,BUD,CF014,Financing,0
20220331,BUD,CF015,Financing,-4000000.0
20220331,BUD,CF016,Financing,-372162.54
20220331,BUD,CF017,Financing,0
20220331,BUD,CF018,Financing,0
20220430,ACT,CF001,Operating,546757.64
20220430,ACT,CF002,Operating,2158171.72
20220430,ACT,CF003,Operating,222389.78
20220430,ACT,CF004,Operating,3027722.98
20220430,ACT,CF005,Operating,4470927.92
20220430,ACT,CF006,Operating,-1188308.17
20220430,ACT,CF007,Operating,42416.46
20220430,ACT,CF008,Operating,-63799.59
20220430,ACT,CF009,Operating,140777.49
20220430,ACT,CF010,Investing,-2063084.16
20220430,ACT,CF011,Investing,0
20220430,ACT,CF012,Investing,28799.69
20220430,ACT,CF013,Investing,-308902.42
20220430,ACT,CF014,Financing,0
20220430,ACT,CF015,Financing,0
20220430,ACT,CF016,Financing,0
20220430,ACT,CF017,Financing,0
20220430,ACT,CF018,Financing,-237920.96
20220430,BUD,CF001,Operating,545326.61
20220430,BUD,CF002,Operating,2152172.29
20220430,BUD,CF003,Operating,218742.51
20220430,BUD,CF004,Operating,2119406.09
20220430,BUD,CF005,Operating,3129649.54
20220430,BUD,CF006,Operating,-831815.72
20220430,BUD,CF007,Operating,21208.23
20220430,BUD,CF008,Operating,-31899.8
20220430,BUD,CF009,Operating,0
20220430,BUD,CF010,Investing,-1959929.96
20220430,BUD,CF011,Investing,0
20220430,BUD,CF012,Investing,14399.84
20220430,BUD,CF013,Investing,0
20220430,BUD,CF014,Financing,0
20220430,BUD,CF015,Financing,0
20220430,BUD,CF016,Financing,0.0
20220430,BUD,CF017,Financing,0
20220430,BUD,CF018,Financing,0
20220531,ACT,CF001,Operating,378612.73
20220531,ACT,CF002,Operating,2170700.52
20220531,ACT,CF003,Operating,231531.12
20220531,ACT,CF004,Operating,-2870816.67
20220531,ACT,CF005,Operating,-4145358.18
20220531,ACT,CF006,Operating,1871274.9
20220531,ACT,CF007,Operating,-36942.98
20220531,ACT,CF008,Operating,61635.63
20220531,ACT,CF009,Operating,96906.37
20220531,ACT,CF010,Investing,-2155005.76
20220531,ACT,CF011,Investing,0
20220531,ACT,CF012,Investing,30249.0
20220531,ACT,CF013,Investing,-407399.05
20220531,ACT,CF014,Financing,0
20220531,ACT,CF015,Financing,0
20220531,ACT,CF016,Financing,0
20220531,ACT,CF017,Financing,0
20220531,ACT,CF018,Financing,-113228.65
20220531,BUD,CF001,Operating,391126.39
20220531,BUD,CF002,Operating,2160852.71
20220531,BUD,CF003,Operating,235707.6
20220531,BUD,CF004,Operating,-2009571.67
20220531,BUD,CF005,Operating,-2901750.73
20220531,BUD,CF006,Operating,1309892.43
20220531,BUD,CF007,Operating,-18471.49
20220531,BUD,CF008,Operating,30817.82
20220531,BUD,CF009,Operating,0
20220531,BUD,CF010,Investing,-2047255.47
20220531,BUD,CF011,Investing,0
20220531,BUD,CF012,Investing,15124.5
20220531,BUD,CF013,Investing,0
20220531,BUD,CF014,Financing,0
20220531,BUD,CF015,Financing,0
20220531,BUD,CF016,Financing,0.0
20220531,BUD,CF017,Financing,0
20220531,BUD,CF018,Financing,0
20220630,ACT,CF001,Operating,609708.0
20220630,ACT,CF002,Operating,2150626.26
20220630,ACT,CF003,Operating,237083.57
20220630,ACT,CF004,Operating,-4402963.0
20220630,ACT,CF005,Operating,-1205901.97
20220630,ACT,CF006,Operating,47980.12
20220630,ACT,CF007,Operating,-25173.0
20220630,ACT,CF008,Operating,20239.76
20220630,ACT,CF009,Operating,145532.66
20220630,ACT,CF010,Investing,-2223999.4
20220630,ACT,CF011,Investing,-25000000
20220630,ACT,CF012,Investing,30171.06
20220630,ACT,CF013,Investing,-578681.9
20220630,ACT,CF014,Financing,0
20220630,ACT,CF015,Financing,-4000000.0
20220630,ACT,CF016,Financing,-640193.4
20220630,ACT,CF017,Financing,0
20220630,ACT,CF018,Financing,-132705.52
20220630,BUD,CF001,Operating,632841.44
20220630,BUD,CF002,Operating,2164797.12
20220630,BUD,CF003,Operating,236588.84
20220630,BUD,CF004,Operating,-3082074.1
20220630,BUD,CF005,Operating,-844131.38
20220630,BUD,CF006,Operating,33586.09
20220630,BUD,CF007,Operating,-12586.5
20220630,BUD,CF008,Operating,10119.88
20220630,BUD,CF009,Operating,0
20220630,BUD,CF010,Investing,-2112799.43
20220630,BUD,CF011,Investing,0
20220630,BUD,CF012,Investing,15085.53
20220630,BUD,CF013,Investing,0
20220630,BUD,CF014,Financing,0
20220630,BUD,CF015,Financing,-4000000.0
20220630,BUD,CF016,Financing,-608183.73
20220630,BUD,CF017,Financing,0
20220630,BUD,CF018,Financing,0
20220731,ACT,CF001,Operating,352812.26
20220731,ACT,CF002,Operating,2151913.66
20220731,ACT,CF003,Operating,193330.51
20220731,ACT,CF004,Operating,17243472.67
20220731,ACT,CF005,Operating,18076114.87
20220731,ACT,CF006,Operating,-8414296.53
20220731,ACT,CF007,Operating,124901.9
20220731,ACT,CF008,Operating,-212714.57
20220731,ACT,CF009,Operating,83526.82
20220731,ACT,CF010,Investing,-1778068.45
20220731,ACT,CF011,Investing,0
20220731,ACT,CF012,Investing,29636.92
20220731,ACT,CF013,Investing,-672257.98
20220731,ACT,CF014,Financing,0
20220731,ACT,CF015,Financing,0
20220731,ACT,CF016,Financing,0
20220731,ACT,CF017,Financing,0
20220731,ACT,CF018,Financing,-264189.22
20220731,BUD,CF001,Operating,357857.72
20220731,BUD,CF002,Operating,2164641.29
20220731,BUD,CF003,Operating,192573.56
20220731,BUD,CF004,Operating,12070430.87
20220731,BUD,CF005,Operating,12653280.41
20220731,BUD,CF006,Operating,-5890007.57
20220731,BUD,CF007,Operating,62450.95
20220731,BUD,CF008,Operating,-106357.28
20220731,BUD,CF009,Operating,0
20220731,BUD,CF010,Investing,-1689165.03
20220731,BUD,CF011,Investing,0
20220731,BUD,CF012,Investing,14818.46
20220731,BUD,CF013,Investing,0
20220731,BUD,CF014,Financing,0
20220731,BUD,CF015,Financing,0
20220731,BUD,CF016,Financing,0.0
20220731,BUD,CF017,Financing,0
20220731,BUD,CF018,Financing,0
20220831,ACT,CF001,Operating,78561.03
20220831,ACT,CF002,Operating,2178542.53
20220831,ACT,CF003,Operating,185835.02
20220831,ACT,CF004,Operating,3491552.27
20220831,ACT,CF005,Operating,-322530.54
20220831,ACT,CF006,Operating,-1105019.64
20220831,ACT,CF007,Operating,24349.06
20220831,ACT,CF008,Operating,-37939.54
20220831,ACT,CF009,Operating,137000.17
20220831,ACT,CF010,Investing,-1742622.45
20220831,ACT,CF011,Investing,0
20220831,ACT,CF012,Investing,30686.87
20220831,ACT,CF013,Investing,-287550.71
20220831,ACT,CF014,Financing,0
20220831,ACT,CF015,Financing,0
20220831,ACT,CF016,Financing,0
20220831,ACT,CF017,Financing,0
20220831,ACT,CF018,Financing,-279899.33
20220831,BUD,CF001,Operating,79972.15
20220831,BUD,CF002,Operating,2191549.91
20220831,BUD,CF003,Operating,183076.76
20220831,BUD,CF004,Operating,2444086.59
20220831,BUD,CF005,Operating,-225771.38
20220831,BUD,CF006,Operating,-773513.75
20220831,BUD,CF007,Operating,12174.53
20220831,BUD,CF008,Operating,-18969.77
20220831,BUD,CF009,Operating,0
20220831,BUD,CF010,Investing,-1655491.33
20220831,BUD,CF011,Investing,0
20220831,BUD,CF012,Investing,15343.44
20220831,BUD,CF013,Investing,0
20220831,BUD,CF014,Financing,0
20220831,BUD,CF015,Financing,0
20220831,BUD,CF016,Financing,0.0
20220831,BUD,CF017,Financing,0
20220831,BUD,CF018,Financing,0
20220930,ACT,CF001,Operating,880610.77
20220930,ACT,CF002,Operating,2166285.64
20220930,ACT,CF003,Operating,237849.08
20220930,ACT,CF004,Operating,-18681646.27
20220930,ACT,CF005,Operating,-15832407.88
20220930,ACT,CF006,Operating,10160210.88
20220930,ACT,CF007,Operating,-131989.83
20220930,ACT,CF008,Operating,254700.03
20220930,ACT,CF009,Operating,85331.33
20220930,ACT,CF010,Investing,-2249102.46
20220930,ACT,CF011,Investing,0
20220930,ACT,CF012,Investing,29718.59
20220930,ACT,CF013,Investing,-324384.22
20220930,ACT,CF014,Financing,0
20220930,ACT,CF015,Financing,-4000000.0
20220930,ACT,CF016,Financing,-924641.31
20220930,ACT,CF017,Financing,0
20220930,ACT,CF018,Financing,-223453.73
20220930,BUD,CF001,Operating,902968.63
20220930,BUD,CF002,Operating,2174505.41
20220930,BUD,CF003,Operating,238154.63
20220930,BUD,CF004,Operating,-13077152.39
20220930,BUD,CF005,Operating,-11082685.52
20220930,BUD,CF006,Operating,7112147.61
20220930,BUD,CF007,Operating,-65994.91
20220930,BUD,CF008,Operating,127350.01
20220930,BUD,CF009,Operating,0
20220930,BUD,CF010,Investing,-2136647.34
20220930,BUD,CF011,Investing,0
20220930,BUD,CF012,Investing,14859.29
20220930,BUD,CF013,Investing,0
20220930,BUD,CF014,Financing,0
20220930,BUD,CF015,Financing,-4000000.0
20220930,BUD,CF016,Financing,-878409.25
20220930,BUD,CF017,Financing,0
20220930,BUD,CF018,Financing,0
20221031,ACT,CF001,Operating,637161.39
20221031,ACT,CF002,Operating,2160265.7
20221031,ACT,CF003,Operating,243551.72
20221031,ACT,CF004,Operating,-3512411.99
20221031,ACT,CF005,Operating,-3821387.36
20221031,ACT,CF006,Operating,164310.15
20221031,ACT,CF007,Operating,-50778.03
20221031,ACT,CF008,Operating,36592.35
20221031,ACT,CF009,Operating,112701.59
20221031,ACT,CF010,Investing,-2338571.44
20221031,ACT,CF011,Investing,0
20221031,ACT,CF012,Investing,29490.66
20221031,ACT,CF013,Investing,-600293.66
20221031,ACT,CF014,Financing,0
20221031,ACT,CF015,Financing,0
20221031,ACT,CF016,Financing,0
20221031,ACT,CF017,Financing,0
20221031,ACT,CF018,Financing,-278349.83
20221031,BUD,CF001,Operating,636779.49
20221031,BUD,CF002,Operating,2177597.15
20221031,BUD,CF003,Operating,238973.07
20221031,BUD,CF004,Operating,-2458688.4
20221031,BUD,CF005,Operating,-2674971.15
20221031,BUD,CF006,Operating,115017.11
20221031,BUD,CF007,Operating,-25389.02
20221031,BUD,CF008,Operating,18296.17
20221031,BUD,CF009,Operating,0
20221031,BUD,CF010,Investing,-2221642.87
20221031,BUD,CF011,Investing,0
20221031,BUD,CF012,Investing,14745.33
20221031,BUD,CF013,Investing,0
20221031,BUD,CF014,Financing,0
20221031,BUD,CF015,Financing,0
20221031,BUD,CF016,Financing,0.0
20221031,BUD,CF017,Financing,0
20221031,BUD,CF018,Financing,0
20221130,ACT,CF001,Operating,1024995.38
20221130,ACT,CF002,Operating,2164955.6
20221130,ACT,CF003,Operating,253515.75
20221130,ACT,CF004,Operating,-4913043.47
20221130,ACT,CF005,Operating,-1737511.49
20221130,ACT,CF006,Operating,2596610.38
20221130,ACT,CF007,Operating,-17586.95
20221130,ACT,CF008,Operating,33733.56
20221130,ACT,CF009,Operating,122283.65
20221130,ACT,CF010,Investing,-2359630.83
20221130,ACT,CF011,Investing,0
20221130,ACT,CF012,Investing,32351.3
20221130,ACT,CF013,Investing,-542768.08
20221130,ACT,CF014,Financing,0
20221130,ACT,CF015,Financing,0
20221130,ACT,CF016,Financing,0
20221130,ACT,CF017,Financing,0
20221130,ACT,CF018,Financing,-146503.73
20221130,BUD,CF001,Operating,1038776.84
20221130,BUD,CF002,Operating,2172621.05
20221130,BUD,CF003,Operating,249772.54
20221130,BUD,CF004,Operating,-3439130.43
20221130,BUD,CF005,Operating,-1216258.04
20221130,BUD,CF006,Operating,1817627.26
20221130,BUD,CF007,Operating,-8793.48
20221130,BUD,CF008,Operating,16866.78
20221130,BUD,CF009,Operating,0
20221130,BUD,CF010,Investing,-2241649.29
20221130,BUD,CF011,Investing,0
20221130,BUD,CF012,Investing,16175.65
20221130,BUD,CF013,Investing,0
20221130,BUD,CF014,Financing,0
20221130,BUD,CF015,Financing,0
20221130,BUD,CF016,Financing,0.0
20221130,BUD,CF017,Financing,0
20221130,BUD,CF018,Financing,0
20221231,ACT,CF001,Operating,1342970.66
20221231,ACT,CF002,Operating,2141130.01
20221231,ACT,CF003,Operating,273171.83
20221231,ACT,CF004,Operating,-5172625.63
20221231,ACT,CF005,Operating,-5710353.9
20221231,ACT,CF006,Operating,2850868.93
20221231,ACT,CF007,Operating,-70288.96
20221231,ACT,CF008,Operating,100024.54
20221231,ACT,CF009,Operating,89042.91
20221231,ACT,CF010,Investing,-2610379.46
20221231,ACT,CF011,Investing,0
20221231,ACT,CF012,Investing,29686.2
20221231,ACT,CF013,Investing,-405868.92
20221231,ACT,CF014,Financing,20000000
20221231,ACT,CF015,Financing,-4000000.0
20221231,ACT,CF016,Financing,-1410119.19
20221231,ACT,CF017,Financing,0
20221231,ACT,CF018,Financing,-100594.59
20221231,BUD,CF001,Operating,1341724.24
20221231,BUD,CF002,Operating,2156207.84
20221231,BUD,CF003,Operating,272199.47
20221231,BUD,CF004,Operating,-3620837.94
20221231,BUD,CF005,Operating,-3997247.73
20221231,BUD,CF006,Operating,1995608.25
20221231,BUD,CF007,Operating,-35144.48
20221231,BUD,CF008,Operating,50012.27
20221231,BUD,CF009,Operating,0
20221231,BUD,CF010,Investing,-2479860.48
20221231,BUD,CF011,Investing,0
20221231,BUD,CF012,Investing,14843.1
20221231,BUD,CF013,Investing,0
20221231,BUD,CF014,Financing,0
20221231,BUD,CF015,Financing,-4000000.0
20221231,BUD,CF016,Financing,-1339613.23
20221231,BUD,CF017,Financing,0
20221231,BUD,CF018,Financing,0
20230131,ACT,CF001,Operating,394321.36
20230131,ACT,CF002,Operating,2251392.02
20230131,ACT,CF003,Operating,205927.43
20230131,ACT,CF004,Operating,25428702.66
20230131,ACT,CF005,Operating,22326581.25
20230131,ACT,CF006,Operating,-12771543.16
20230131,ACT,CF007,Operating,229534.92
20230131,ACT,CF008,Operating,-311382.17
20230131,ACT,CF009,Operating,136874.23
20230131,ACT,CF010,Investing,-2051536.83
20230131,ACT,CF011,Investing,0
20230131,ACT,CF012,Investing,29352.88
20230131,ACT,CF013,Investing,-355890.24
20230131,ACT,CF014,Financing,40000000
20230131,ACT,CF015,Financing,0
20230131,ACT,CF016,Financing,0
20230131,ACT,CF017,Financing,0
20230131,ACT,CF018,Financing,-134265.46
20230131,BUD,CF001,Operating,403573.8
20230131,BUD,CF002,Operating,2237070.8
20230131,BUD,CF003,Operating,203597.56
20230131,BUD,CF004,Operating,17800091.86
20230131,BUD,CF005,Operating,15628606.88
20230131,BUD,CF006,Operating,-8940080.21
20230131,BUD,CF007,Operating,114767.46
20230131,BUD,CF008,Operating,-155691.09
20230131,BUD,CF009,Operating,0
20230131,BUD,CF010,Investing,-1948959.99
20230131,BUD,CF011,Investing,0
20230131,BUD,CF012,Investing,14676.44
20230131,BUD,CF013,Investing,0
20230131,BUD,CF014,Financing,20000000.0
20230131,BUD,CF015,Financing,0
20230131,BUD,CF016,Financing,0.0
20230131,BUD,CF017,Financing,0
20230131,BUD,CF018,Financing,0
20230228,ACT,CF001,Operating,364445.44
20230228,ACT,CF002,Operating,2268095.83
20230228,ACT,CF003,Operating,215648.42
20230228,ACT,CF004,Operating,-4206079.12
20230228,ACT,CF005,Operating,-3126708.82
20230228,ACT,CF006,Operating,2761712.85
20230228,ACT,CF007,Operating,-36808.41
20230228,ACT,CF008,Operating,24515.92
20230228,ACT,CF009,Operating,76513.78
20230228,ACT,CF010,Investing,-2132168.57
20230228,ACT,CF011,Investing,0
20230228,ACT,CF012,Investing,29621.89
20230228,ACT,CF013,Investing,-288748.08
20230228,ACT,CF014,Financing,0
20230228,ACT,CF015,Financing,0
